bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Please come back if it gets worse.,"Okay, I will tell my parents.",I will return if needed.,I understand.,What counts as worse?,"Thank you, Doctor."
Would you like a morning or afternoon appointment?,What times are available?,Morning is better for me.,"Afternoon, please.",After school would help.,Either is fine.
"In your own words, what brings you in today?",My ear has been sore.,I feel worse when I exercise.,I think I may have caught a cold.,I need advice about sleeping better.,I’ve had a stomachache since this morning.
Is it okay if I check your throat?,"Yes, that’s fine.",Can you explain first?,"I feel a bit nervous, but okay.","Yes, but please be gentle.","Okay, please go ahead."
"If you disagree with advice, how can you say that politely?",Could we look at another option?,"I understand, but I’m worried about side effects.",Can you explain why that is best?,I’d like a second opinion if possible.,Thank you. I need time to think.
Let’s plan a check-in. What works for you?,Please text my parent the time.,A message reminder would help.,I can come on Friday.,Next week after school.,Mornings are difficult.
Do I have your consent to proceed with the examination?,Can we wait one minute first?,I’d like my parent present.,"I consent, but tell me if anything will hurt.","Yes, please explain each step.","Yes, you have my consent."
Do you feel ready to leave with a clear plan?,"Yes, and I’ll message if anything changes.",Yes. I understand the next steps.,Yes. I’ll book the follow-up now.,Yes. Thank you for explaining.,Almost—one more question about dosing.
Who came with you today?,My family.,My mom.,My grandma.,My dad.,I came with Yuki.
Can you come back tomorrow?,What time?,I need to ask my parents.,Okay.,"Yes, after school.","Yes, I can."
Please come back if it gets worse.,I understand.,"Okay, I will tell my parents.","Thank you, Doctor.",I will return if needed.,What counts as worse?
Would you like a morning or afternoon appointment?,After school would help.,What times are available?,Either is fine.,Morning is better for me.,"Afternoon, please."
"In your own words, what brings you in today?",I feel worse when I exercise.,I need advice about sleeping better.,I think I may have caught a cold.,My head has been sore.,I’ve had ear pain since this morning.
Is it okay if I check your throat?,Can you explain first?,"I feel a bit nervous, but okay.","Yes, that’s fine.","Okay, please go ahead.","Yes, but please be gentle."
"If you disagree with advice, how can you say that politely?",I’d like a second opinion if possible.,Can you explain why that is best?,Could we look at another option?,"I understand, but I’m worried about side effects.",Thank you. I need time to think.
Let’s plan a check-in. What works for you?,I can come on Friday.,Mornings are difficult.,Next week after school.,Please text my parent the time.,A message reminder would help.
Do I have your consent to proceed with the examination?,Can we wait one minute first?,"Yes, you have my consent.","Yes, please explain each step.",I’d like my parent present.,"I consent, but tell me if anything will hurt."
Do you feel ready to leave with a clear plan?,Almost—one more question about dosing.,"Yes, and I’ll message if anything changes.",Yes. Thank you for explaining.,Yes. I understand the next steps.,Yes. I’ll book the follow-up now.
Who came with you today?,My mom.,My family.,My grandma.,I came with Maya.,My dad.
Can you come back tomorrow?,What time?,"Yes, after school.",Okay.,"Yes, I can.",I need to ask my parents.
Please come back if it gets worse.,I understand.,"Okay, I will tell my parents.","Thank you, Doctor.",What counts as worse?,I will return if needed.
Would you like a morning or afternoon appointment?,Either is fine.,"Afternoon, please.",What times are available?,After school would help.,Morning is better for me.
"In your own words, what brings you in today?",I’ve had a headache since this morning.,I feel worse when I exercise.,I think I may have caught a cold.,I need advice about sleeping better.,My chest has been sore.
Is it okay if I check your throat?,Can you explain first?,"I feel a bit nervous, but okay.","Yes, that’s fine.","Okay, please go ahead.","Yes, but please be gentle."
"If you disagree with advice, how can you say that politely?",I’d like a second opinion if possible.,Thank you. I need time to think.,"I understand, but I’m worried about side effects.",Can you explain why that is best?,Could we look at another option?
Let’s plan a check-in. What works for you?,Mornings are difficult.,Next week after school.,Please text my parent the time.,A message reminder would help.,I can come on Friday.
Do I have your consent to proceed with the examination?,I’d like my parent present.,"I consent, but tell me if anything will hurt.","Yes, you have my consent.","Yes, please explain each step.",Can we wait one minute first?
Do you feel ready to leave with a clear plan?,Almost—one more question about dosing.,Yes. Thank you for explaining.,Yes. I’ll book the follow-up now.,"Yes, and I’ll message if anything changes.",Yes. I understand the next steps.
Who came with you today?,My grandma.,My dad.,My mom.,I came with Yuki.,My family.
Can you come back tomorrow?,"Yes, after school.",What time?,"Yes, I can.",Okay.,I need to ask my parents.
Please come back if it gets worse.,"Okay, I will tell my parents.","Thank you, Doctor.",I understand.,I will return if needed.,What counts as worse?
Would you like a morning or afternoon appointment?,"Afternoon, please.",What times are available?,After school would help.,Morning is better for me.,Either is fine.
"In your own words, what brings you in today?",I feel worse when I exercise.,I think I may have caught a cold.,I need advice about sleeping better.,I’ve had an allergy since this morning.,My tooth has been sore.
Is it okay if I check your throat?,"I feel a bit nervous, but okay.",Can you explain first?,"Okay, please go ahead.","Yes, that’s fine.","Yes, but please be gentle."
"If you disagree with advice, how can you say that politely?",I’d like a second opinion if possible.,Could we look at another option?,Can you explain why that is best?,"I understand, but I’m worried about side effects.",Thank you. I need time to think.
Let’s plan a check-in. What works for you?,Mornings are difficult.,Next week after school.,A message reminder would help.,I can come on Friday.,Please text my parent the time.
Do I have your consent to proceed with the examination?,"Yes, please explain each step.","Yes, you have my consent.","I consent, but tell me if anything will hurt.",Can we wait one minute first?,I’d like my parent present.
Do you feel ready to leave with a clear plan?,"Yes, and I’ll message if anything changes.",Yes. I understand the next steps.,Almost—one more question about dosing.,Yes. I’ll book the follow-up now.,Yes. Thank you for explaining.
Who came with you today?,My mom.,My dad.,My grandma.,My family.,I came with Maya.
Can you come back tomorrow?,I need to ask my parents.,Okay.,"Yes, I can.","Yes, after school.",What time?
Please come back if it gets worse.,I will return if needed.,I understand.,"Thank you, Doctor.","Okay, I will tell my parents.",What counts as worse?
Would you like a morning or afternoon appointment?,What times are available?,After school would help.,Either is fine.,"Afternoon, please.",Morning is better for me.
"In your own words, what brings you in today?",My tummy has been sore.,I need advice about sleeping better.,I think I may have caught a cold.,I’ve had a fever since this morning.,I feel worse when I exercise.
