bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Do you have a fever?,Maybe a little.,My mom checked. It was high.,"Yes, since last night.","No, I do not.","Yes, I feel hot."
Can you tell me more about your symptoms?,I also feel tired.,It is worse at night.,The pain comes and goes.,"I have ear pain, and it started two days ago.",My foot hurts when I move.
Have you noticed any allergies?,I am not sure.,I get itchy in spring.,I sneeze near dust.,No known allergies.,Some foods make my tummy hurt.
What was your temperature this morning?,It was normal.,It was 38 degrees.,I do not know the number.,My mom said it was high.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,My head pain started after running.,"I’ve had a cough since two days ago, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,I had a high fever last night.,None that I noticed.
Hello! How are you today?,My tummy hurts.,I feel tired.,I am okay.,I am fine.,I feel sick.
Does your tummy hurt?,A little.,"Yes, it hurts here.","No, it is okay.","Yes, my tummy hurts.",It hurts when I move.
How do you feel?,I feel hot.,I feel sad.,I feel better.,I feel sick.,I feel okay.
Does your tummy hurt?,No.,"Yes, after eating.",Yes.,It hurts now.,A little.
Can I look in your mouth?,Please be gentle.,Okay.,I am ready.,"Yes, Doctor.",Yes.
What is wrong today?,I have a sore throat.,My back hurts.,I have had a sore throat since two days ago.,I feel sick.,I do not feel well.
When did it start?,Yesterday.,Two days ago.,This morning.,Last night.,It started two days ago.
Do you have a fever?,"No, I do not.","Yes, since last night.",Maybe a little.,"Yes, I feel hot.",My mom checked. It was high.
Can you tell me more about your symptoms?,The pain comes and goes.,I also feel tired.,"I have a runny nose, and it started two days ago.",My chest hurts when I move.,It is worse at night.
Have you noticed any allergies?,I am not sure.,I sneeze near dust.,Some foods make my tummy hurt.,I get itchy in spring.,No known allergies.
What was your temperature this morning?,I do not know the number.,"I felt hot, but we did not check.",It was 38 degrees.,My mom said it was high.,It was normal.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,"I’ve had a stomachache since two days ago, and it’s affecting my sleep.",My foot pain started after running.
Are there any red-flag symptoms I should know about?,None that I noticed.,No chest pain or breathing trouble.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,I had a high fever last night.
Hello! How are you today?,I am okay.,I am fine.,I feel tired.,I feel sick.,My tummy hurts.
Does your nose hurt?,A little.,"Yes, it hurts here.","No, it is okay.",It hurts when I move.,"Yes, my nose hurts."
How do you feel?,I feel sad.,I feel okay.,I feel sick.,I feel hot.,I feel better.
Does your tummy hurt?,Yes.,A little.,No.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,Please be gentle.,"Yes, Doctor.",Yes.,I am ready.,Okay.
What is wrong today?,I have a rash.,I have had a rash since two days ago.,I feel sick.,I do not feel well.,My tooth hurts.
When did it start?,This morning.,Two days ago.,Last night.,It started two days ago.,Yesterday.
Do you have a fever?,"Yes, I feel hot.",My mom checked. It was high.,"No, I do not.",Maybe a little.,"Yes, since last night."
Can you tell me more about your symptoms?,I also feel tired.,The pain comes and goes.,It is worse at night.,"I have ear pain, and it started two days ago.",My knee hurts when I move.
Have you noticed any allergies?,I am not sure.,I get itchy in spring.,Some foods make my tummy hurt.,No known allergies.,I sneeze near dust.
What was your temperature this morning?,"I felt hot, but we did not check.",It was normal.,It was 38 degrees.,My mom said it was high.,I do not know the number.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,My back pain started after running.,I need advice on recurring headaches.,"I’ve had a fever since two days ago, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,None that I noticed.
Hello! How are you today?,I feel tired.,I am okay.,My tummy hurts.,I feel sick.,I am fine.
Does your hand hurt?,A little.,"Yes, my hand hurts.",It hurts when I move.,"No, it is okay.","Yes, it hurts here."
How do you feel?,I feel better.,I feel hot.,I feel okay.,I feel sick.,I feel sad.
Does your tummy hurt?,No.,It hurts now.,Yes.,"Yes, after eating.",A little.
Can I look in your mouth?,Yes.,Please be gentle.,I am ready.,Okay.,"Yes, Doctor."
What is wrong today?,I have had a sore throat since two days ago.,I feel sick.,I do not feel well.,My ear hurts.,I have a sore throat.
When did it start?,Yesterday.,Last night.,It started two days ago.,Two days ago.,This morning.
Do you have a fever?,Maybe a little.,"No, I do not.",My mom checked. It was high.,"Yes, since last night.","Yes, I feel hot."
Can you tell me more about your symptoms?,It is worse at night.,I also feel tired.,My eye hurts when I move.,"I have a runny nose, and it started two days ago.",The pain comes and goes.
Have you noticed any allergies?,No known allergies.,I am not sure.,I sneeze near dust.,I get itchy in spring.,Some foods make my tummy hurt.
What was your temperature this morning?,It was 38 degrees.,I do not know the number.,My mom said it was high.,It was normal.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,My tooth pain started after running.,"I’ve had a stomachache since two days ago, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,No chest pain or breathing trouble.,None that I noticed.,"No fainting, but I felt dizzy once.",I had a high fever last night.,There’s a new rash on my arm.
Hello! How are you today?,I feel sick.,I am fine.,My tummy hurts.,I feel tired.,I am okay.
Does your back hurt?,"Yes, my back hurts.","No, it is okay.",It hurts when I move.,"Yes, it hurts here.",A little.
How do you feel?,I feel hot.,I feel sad.,I feel better.,I feel okay.,I feel sick.
Does your tummy hurt?,Yes.,No.,It hurts now.,"Yes, after eating.",A little.
Can I look in your mouth?,Okay.,Please be gentle.,Yes.,"Yes, Doctor.",I am ready.
What is wrong today?,I have a rash.,My head hurts.,I feel sick.,I do not feel well.,I have had a rash since two days ago.
When did it start?,It started two days ago.,Last night.,Two days ago.,This morning.,Yesterday.
Do you have a fever?,"Yes, since last night.","Yes, I feel hot.",My mom checked. It was high.,"No, I do not.",Maybe a little.
Can you tell me more about your symptoms?,I also feel tired.,"I have ear pain, and it started two days ago.",It is worse at night.,My throat hurts when I move.,The pain comes and goes.
Have you noticed any allergies?,Some foods make my tummy hurt.,I am not sure.,No known allergies.,I sneeze near dust.,I get itchy in spring.
What was your temperature this morning?,I do not know the number.,My mom said it was high.,It was normal.,It was 38 degrees.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,My ear pain started after running.,I want to discuss allergy symptoms that keep returning.,"I’ve had a fever since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,There’s a new rash on my arm.,None that I noticed.,I had a high fever last night.
Hello! How are you today?,I am okay.,I feel tired.,I am fine.,I feel sick.,My tummy hurts.
Does your eye hurt?,"Yes, it hurts here.","No, it is okay.",It hurts when I move.,"Yes, my eye hurts.",A little.
How do you feel?,I feel okay.,I feel sad.,I feel better.,I feel sick.,I feel hot.
Does your tummy hurt?,It hurts now.,Yes.,No.,"Yes, after eating.",A little.
Can I look in your mouth?,"Yes, Doctor.",Please be gentle.,Okay.,Yes.,I am ready.
What is wrong today?,I have had a headache since two days ago.,I do not feel well.,I have a headache.,I feel sick.,My foot hurts.
When did it start?,Yesterday.,Two days ago.,Last night.,It started two days ago.,This morning.
Do you have a fever?,Maybe a little.,My mom checked. It was high.,"No, I do not.","Yes, since last night.","Yes, I feel hot."
Can you tell me more about your symptoms?,"I have a runny nose, and it started two days ago.",My head hurts when I move.,The pain comes and goes.,It is worse at night.,I also feel tired.
Have you noticed any allergies?,I am not sure.,I sneeze near dust.,Some foods make my tummy hurt.,I get itchy in spring.,No known allergies.
What was your temperature this morning?,My mom said it was high.,"I felt hot, but we did not check.",It was 38 degrees.,It was normal.,I do not know the number.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,My tummy pain started after running.,"I’ve had a stomachache since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,None that I noticed.,There’s a new rash on my arm.,I had a high fever last night.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.
Hello! How are you today?,My tummy hurts.,I feel tired.,I feel sick.,I am fine.,I am okay.
Does your throat hurt?,A little.,"No, it is okay.","Yes, it hurts here.","Yes, my throat hurts.",It hurts when I move.
How do you feel?,I feel better.,I feel okay.,I feel sad.,I feel hot.,I feel sick.
Does your tummy hurt?,It hurts now.,A little.,No.,"Yes, after eating.",Yes.
Can I look in your mouth?,Please be gentle.,Okay.,"Yes, Doctor.",Yes.,I am ready.
What is wrong today?,I feel sick.,My chest hurts.,I have dizziness.,I have had dizziness since two days ago.,I do not feel well.
When did it start?,It started two days ago.,This morning.,Two days ago.,Last night.,Yesterday.
Do you have a fever?,"Yes, since last night.",My mom checked. It was high.,Maybe a little.,"Yes, I feel hot.","No, I do not."
Can you tell me more about your symptoms?,My hand hurts when I move.,"I have a rash, and it started two days ago.",The pain comes and goes.,I also feel tired.,It is worse at night.
Have you noticed any allergies?,I get itchy in spring.,No known allergies.,Some foods make my tummy hurt.,I am not sure.,I sneeze near dust.
What was your temperature this morning?,My mom said it was high.,It was 38 degrees.,"I felt hot, but we did not check.",It was normal.,I do not know the number.
