bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",Only if the pain is above mild.,I’ll take the drops twice daily after meals.,Once at night with water.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,It tastes funny.,"With water, please.",Yes.,I can try.,Okay.
Please drink more soup.,Okay. I will drink soup.,How much should I drink?,Thank you.,"Yes, Doctor.",I will try.
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.",I do not know.,My mom says no.,I need to check.,"No, I am not."
Please get this drops from the pharmacy.,Where is the pharmacy?,Thank you.,How many times a day?,I understand.,Okay.
Do you have any questions for me?,Should I stay home tomorrow?,Can I play sports this week?,When can I go back to school?,Is it serious?,How long should I take the drops?
Please take this drops twice a day after meals.,I understand. drops after meals.,For how many days?,What if I miss a dose?,Should I take it with water?,Twice a day after meals. Got it.
Did I explain that clearly?,"Yes, thank you.",One part is still unclear.,I understand most of it.,Yes. I can explain it back.,Could you repeat the medicine times?
Please confirm how you will take the drops.,Only if the pain is above mild.,Once at night with water.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,I’ll take the drops twice daily after meals.
Could you repeat the care plan in your own words?,Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.
This is drops. Can you take it?,Okay.,It tastes funny.,I can try.,"With water, please.",Yes.
Please drink more soup.,How much should I drink?,"Yes, Doctor.",Thank you.,Okay. I will drink soup.,I will try.
Are you allergic to any medicine?,I do not know.,I need to check.,"No, I am not.",My mom says no.,"Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,Okay.,I understand.,Where is the pharmacy?,Thank you.,How many times a day?
Do you have any questions for me?,Is it serious?,How long should I take the drops?,When can I go back to school?,Can I play sports this week?,Should I stay home tomorrow?
Please take this drops twice a day after meals.,What if I miss a dose?,For how many days?,Twice a day after meals. Got it.,Should I take it with water?,I understand. drops after meals.
Did I explain that clearly?,Yes. I can explain it back.,"Yes, thank you.",One part is still unclear.,I understand most of it.,Could you repeat the medicine times?
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,Only if the pain is above mild.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,Once at night with water.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Monitor temperature and sleep.
This is drops. Can you take it?,"With water, please.",It tastes funny.,Yes.,Okay.,I can try.
Please drink more fruit.,"Yes, Doctor.",Okay. I will drink fruit.,I will try.,How much should I drink?,Thank you.
Are you allergic to any medicine?,I do not know.,"No, I am not.",My mom says no.,I need to check.,"Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,I understand.,How many times a day?,Where is the pharmacy?,Okay.,Thank you.
Do you have any questions for me?,Should I stay home tomorrow?,Can I play sports this week?,When can I go back to school?,How long should I take the drops?,Is it serious?
Please take this drops twice a day after meals.,Should I take it with water?,I understand. drops after meals.,What if I miss a dose?,For how many days?,Twice a day after meals. Got it.
Did I explain that clearly?,One part is still unclear.,"Yes, thank you.",Yes. I can explain it back.,I understand most of it.,Could you repeat the medicine times?
Please confirm how you will take the drops.,"For five days, then stop unless advised.",Only if the pain is above mild.,Once at night with water.,I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Return sooner if symptoms worsen.,Monitor temperature and sleep.,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.,"Rest, hydrate, and take drops as directed."
This is drops. Can you take it?,It tastes funny.,Okay.,Yes.,"With water, please.",I can try.
Please drink more fruit.,"Yes, Doctor.",Thank you.,I will try.,How much should I drink?,Okay. I will drink fruit.
Are you allergic to any medicine?,I do not know.,"No, I am not.","Yes, some medicine makes me itchy.",I need to check.,My mom says no.
Please get this drops from the pharmacy.,Thank you.,How many times a day?,Okay.,Where is the pharmacy?,I understand.
Do you have any questions for me?,How long should I take the drops?,Should I stay home tomorrow?,When can I go back to school?,Is it serious?,Can I play sports this week?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,For how many days?,I understand. drops after meals.,What if I miss a dose?,Should I take it with water?
Did I explain that clearly?,I understand most of it.,One part is still unclear.,Could you repeat the medicine times?,"Yes, thank you.",Yes. I can explain it back.
Please confirm how you will take the drops.,Once at night with water.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Monitor temperature and sleep.,Return sooner if symptoms worsen.,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.
This is drops. Can you take it?,I can try.,Okay.,"With water, please.",Yes.,It tastes funny.
Please drink more fruit.,Thank you.,Okay. I will drink fruit.,I will try.,"Yes, Doctor.",How much should I drink?
Are you allergic to any medicine?,I do not know.,I need to check.,"Yes, some medicine makes me itchy.","No, I am not.",My mom says no.
Please get this drops from the pharmacy.,Okay.,Thank you.,Where is the pharmacy?,How many times a day?,I understand.
Do you have any questions for me?,Can I play sports this week?,How long should I take the drops?,When can I go back to school?,Should I stay home tomorrow?,Is it serious?
Please take this drops twice a day after meals.,For how many days?,What if I miss a dose?,I understand. drops after meals.,Twice a day after meals. Got it.,Should I take it with water?
Did I explain that clearly?,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?,I understand most of it.,One part is still unclear.
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,Only if the pain is above mild.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,Once at night with water.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.
This is drops. Can you take it?,I can try.,Okay.,"With water, please.",Yes.,It tastes funny.
Please drink more rice.,How much should I drink?,Thank you.,Okay. I will drink rice.,"Yes, Doctor.",I will try.
Are you allergic to any medicine?,I do not know.,I need to check.,My mom says no.,"Yes, some medicine makes me itchy.","No, I am not."
Please get this drops from the pharmacy.,How many times a day?,I understand.,Where is the pharmacy?,Okay.,Thank you.
Do you have any questions for me?,How long should I take the drops?,When can I go back to school?,Is it serious?,Can I play sports this week?,Should I stay home tomorrow?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,Should I take it with water?,What if I miss a dose?,For how many days?,I understand. drops after meals.
Did I explain that clearly?,"Yes, thank you.",Yes. I can explain it back.,One part is still unclear.,I understand most of it.,Could you repeat the medicine times?
