bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What helps you calm down?,Talking to someone I trust.,Listening to quiet music.,Slow breathing.,A short walk.,Writing my thoughts down.
How can you ask for support politely?,Can we discuss how I have been feeling?,Would you have time to listen later?,I need help with stress management.,I am struggling and need advice.,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,I feel overwhelmed some days.,"Not really, just tired from training.","A bit, especially with exams.","I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Managing an allergy.,Anxiety before tests.,Eating more regularly.,Sleep and energy.,Sports recovery.
Would you like to talk alone for a minute?,I’m fine either way.,"Yes, that would help.",Maybe later.,"Yes, please.","No, my parent can stay."
How have your mood and energy been this week?,Mostly stable.,Up and down.,Lower than usual.,I’ve felt anxious before school.,Better when I sleep enough.
What usually makes you feel stressed?,School deadlines.,Arguments at home.,Feeling behind in class.,Not sleeping enough.,Too many messages and notifications.
Who can you talk to when you feel low?,A teacher I trust.,A close friend.,A school counselor.,A trusted family member.,I am still looking for someone.
What helps you calm down?,Listening to quiet music.,A short walk.,Writing my thoughts down.,Slow breathing.,Talking to someone I trust.
How can you ask for support politely?,Can we discuss how I have been feeling?,I need help with stress management.,Could I talk to you for a minute?,I am struggling and need advice.,Would you have time to listen later?
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.",I feel overwhelmed some days.,Yes. Sleep has been difficult.,"A bit, especially with exams.","Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Sports recovery.,Anxiety before tests.,Managing ear pain.,Sleep and energy.,Eating more regularly.
Would you like to talk alone for a minute?,Maybe later.,"Yes, please.",I’m fine either way.,"No, my parent can stay.","Yes, that would help."
How have your mood and energy been this week?,Up and down.,I’ve felt anxious before school.,Mostly stable.,Better when I sleep enough.,Lower than usual.
What usually makes you feel stressed?,Not sleeping enough.,School deadlines.,Feeling behind in class.,Too many messages and notifications.,Arguments at home.
Who can you talk to when you feel low?,A close friend.,I am still looking for someone.,A teacher I trust.,A trusted family member.,A school counselor.
What helps you calm down?,Talking to someone I trust.,A short walk.,Listening to quiet music.,Slow breathing.,Writing my thoughts down.
How can you ask for support politely?,Could I talk to you for a minute?,I need help with stress management.,I am struggling and need advice.,Can we discuss how I have been feeling?,Would you have time to listen later?
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.","Not really, just tired from training.","A bit, especially with exams.",I feel overwhelmed some days.,Yes. Sleep has been difficult.
It’s okay to ask for help. What would you like support with?,Sports recovery.,Eating more regularly.,Anxiety before tests.,Managing a headache.,Sleep and energy.
Would you like to talk alone for a minute?,I’m fine either way.,"No, my parent can stay.",Maybe later.,"Yes, that would help.","Yes, please."
How have your mood and energy been this week?,Up and down.,Mostly stable.,Lower than usual.,I’ve felt anxious before school.,Better when I sleep enough.
What usually makes you feel stressed?,Not sleeping enough.,Too many messages and notifications.,School deadlines.,Feeling behind in class.,Arguments at home.
Who can you talk to when you feel low?,I am still looking for someone.,A close friend.,A trusted family member.,A school counselor.,A teacher I trust.
What helps you calm down?,Slow breathing.,Writing my thoughts down.,Listening to quiet music.,Talking to someone I trust.,A short walk.
How can you ask for support politely?,Would you have time to listen later?,Can we discuss how I have been feeling?,I need help with stress management.,I am struggling and need advice.,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,"A bit, especially with exams.","Not really, just tired from training.","I’m okay, but I could use advice.",Yes. Sleep has been difficult.,I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Managing a stomachache.,Sports recovery.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,Maybe later.,"No, my parent can stay.","Yes, that would help.",I’m fine either way.,"Yes, please."
How have your mood and energy been this week?,Better when I sleep enough.,Lower than usual.,Up and down.,I’ve felt anxious before school.,Mostly stable.
What usually makes you feel stressed?,Not sleeping enough.,Arguments at home.,Feeling behind in class.,School deadlines.,Too many messages and notifications.
Who can you talk to when you feel low?,A school counselor.,A trusted family member.,A teacher I trust.,A close friend.,I am still looking for someone.
What helps you calm down?,Talking to someone I trust.,Listening to quiet music.,Slow breathing.,A short walk.,Writing my thoughts down.
How can you ask for support politely?,I am struggling and need advice.,Could I talk to you for a minute?,I need help with stress management.,Can we discuss how I have been feeling?,Would you have time to listen later?
Have you been feeling more stressed than usual?,"Not really, just tired from training.",Yes. Sleep has been difficult.,"A bit, especially with exams.",I feel overwhelmed some days.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Anxiety before tests.,Eating more regularly.,Managing a rash.,Sports recovery.
Would you like to talk alone for a minute?,"Yes, that would help.","Yes, please.",I’m fine either way.,Maybe later.,"No, my parent can stay."
How have your mood and energy been this week?,Mostly stable.,Better when I sleep enough.,I’ve felt anxious before school.,Up and down.,Lower than usual.
What usually makes you feel stressed?,Arguments at home.,Too many messages and notifications.,Feeling behind in class.,School deadlines.,Not sleeping enough.
Who can you talk to when you feel low?,A teacher I trust.,A school counselor.,I am still looking for someone.,A close friend.,A trusted family member.
What helps you calm down?,Slow breathing.,A short walk.,Writing my thoughts down.,Talking to someone I trust.,Listening to quiet music.
How can you ask for support politely?,Could I talk to you for a minute?,I am struggling and need advice.,Can we discuss how I have been feeling?,Would you have time to listen later?,I need help with stress management.
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"Not really, just tired from training.","A bit, especially with exams.","I’m okay, but I could use advice.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Managing a cough.,Sports recovery.,Anxiety before tests.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,"No, my parent can stay.","Yes, please.","Yes, that would help.",Maybe later.,I’m fine either way.
How have your mood and energy been this week?,Mostly stable.,I’ve felt anxious before school.,Lower than usual.,Better when I sleep enough.,Up and down.
