bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What do you think about this story?,I think it is useful.,"It is okay, but not my favorite.",It looks interesting.,I think it is nice.,I like it a lot.
What time do you usually wake up?,Usually at half past six.,I wake up at eight on weekends.,I wake up at seven.,Around 7:00 in the morning.,I get up early.
What are your plans for this evening?,I am going to run after dinner.,I plan to rest and read.,I am not sure yet.,I will finish my homework first.,I might visit the park.
"If it rains tomorrow, what will you do?",I will call my friend instead.,I will watch a movie indoors.,"If it rains, I will stay home.",I will study at home.,I will take an umbrella.
Do you think math is important?,"Yes, because it helps me learn.","I think so, but it can be hard.",Not really. I prefer other subjects.,Yes. Math is important for my future.,"Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Ask the teacher if you need help.,You should review a little every day.,Study with a friend.,Take deep breaths and stay calm.
Can you look after my bag for a minute?,Okay. I will watch it.,No problem.,Of course.,"Sure, I can look after it.","Yes, leave it here."
How is your group project going?,"It is a bit difficult, but okay.",It is going well so far.,We still need more ideas.,We finished the first part.,We will present it next week.
What should we do after school?,We could get some snacks.,Let's play football.,Why don't we go to the park?,Maybe we can walk in the park.,How about studying together?
What is Leo like?,Leo is friendly and kind.,Leo works hard at school.,Leo loves football.,Leo is funny.,"Leo is a bit quiet, but nice."
Have you ever visited Tokyo?,"Yes, it was amazing.","No, I have never been there.","Yes, I went to Tokyo last year.",I hope I can visit Tokyo someday.,"Not yet, but I want to."
The bus is late. What can we do?,We can take the next bus.,We can wait a few more minutes.,Let us call someone.,Maybe we should walk.,I can check the schedule on my phone.
Tell me about yourself.,I am a student. I like math.,Hi! I'm Nico. Nice to meet you.,"I am Ken, and I like football.",I live in Tokyo.,My name is Ken. I am 11 years old.
What did you do yesterday?,I played with my friends.,I studied math.,I watched a movie.,I went to the park.,I helped my mom.
What was your favorite class today?,My favorite class was math.,I enjoyed English.,Art was fun.,I liked math today.,PE was my favorite.
Why do you like football?,Because it helps me relax.,Because I can do it with friends.,Because I feel happy.,Because it is fun.,Because I am good at it.
"Which is bigger, a lion or a mouse?",A mouse is smaller.,A lion is bigger.,I think the lion is bigger.,The lion is bigger than a mouse.,The lion.
How do you feel today?,"A little tired, but okay.",I am happy today.,I feel happy.,I feel great.,I feel tired.
What are you going to do this weekend?,I will stay home and rest.,I am going to visit the park.,I am going to study.,I am going to see my friends.,I will play football.
Would you like some noodle?,"No, thank you.",Maybe later.,"Yes, please.","Just a little, please.","Yes, I love noodle."
Where is the library?,It is near the park.,Go straight and turn left.,Across from the supermarket.,I can show you.,It is next to the school.
Yuki lost a bag. What can you say?,Let us ask the teacher.,Where did you last see it?,Was it in the classroom?,I can help you look.,Do not worry. We will find it.
What do you think about this story?,"It is okay, but not my favorite.",It looks interesting.,I like it a lot.,I think it is nice.,I think it is useful.
What time do you usually wake up?,I wake up at eight on weekends.,I wake up at seven.,Usually at half past six.,I get up early.,Around 7:00 in the morning.
What are your plans for this evening?,I am not sure yet.,I might visit the park.,I plan to rest and read.,I will finish my homework first.,I am going to run after dinner.
"If it rains tomorrow, what will you do?",I will call my friend instead.,I will study at home.,I will take an umbrella.,"If it rains, I will stay home.",I will watch a movie indoors.
Do you think math is important?,"Yes, because it helps me learn.",Not really. I prefer other subjects.,"I think so, but it can be hard.",Yes. Math is important for my future.,"Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Ask the teacher if you need help.,Study with a friend.,Take deep breaths and stay calm.,You should review a little every day.
Can you look after my bag for a minute?,"Sure, I can look after it.","Yes, leave it here.",Of course.,Okay. I will watch it.,No problem.
How is your group project going?,"It is a bit difficult, but okay.",It is going well so far.,We will present it next week.,We still need more ideas.,We finished the first part.
What should we do after school?,Why don't we go to the park?,We could get some snacks.,Maybe we can walk in the park.,How about studying together?,Let's play football.
What is Maya like?,Maya works hard at school.,Maya loves football.,Maya is funny.,"Maya is a bit quiet, but nice.",Maya is friendly and kind.
Have you ever visited Tokyo?,"No, I have never been there.","Yes, I went to Tokyo last year.",I hope I can visit Tokyo someday.,"Not yet, but I want to.","Yes, it was amazing."
The bus is late. What can we do?,I can check the schedule on my phone.,We can take the next bus.,Let us call someone.,We can wait a few more minutes.,Maybe we should walk.
Tell me about yourself.,I live in Tokyo.,I am a student. I like math.,Hi! I'm Maya. Nice to meet you.,"I am Omar, and I like football.",My name is Omar. I am 11 years old.
What did you do yesterday?,I watched a movie.,I studied math.,I helped my mom.,I went to the park.,I played with my friends.
What was your favorite class today?,Art was fun.,PE was my favorite.,My favorite class was math.,I liked math today.,I enjoyed English.
Why do you like football?,Because I feel happy.,Because I am good at it.,Because it is fun.,Because it helps me relax.,Because I can do it with friends.
"Which is bigger, a lion or a mouse?",A mouse is smaller.,The lion.,I think the lion is bigger.,A lion is bigger.,The lion is bigger than a mouse.
How do you feel today?,I feel great.,I feel tired.,"A little tired, but okay.",I am happy today.,I feel happy.
What are you going to do this weekend?,I will play football.,I am going to study.,I will stay home and rest.,I am going to see my friends.,I am going to visit the park.
Would you like some noodle?,"Just a little, please.","Yes, please.",Maybe later.,"No, thank you.","Yes, I love noodle."
Where is the library?,It is near the park.,Across from the supermarket.,Go straight and turn left.,I can show you.,It is next to the school.
Zoe lost a bag. What can you say?,Do not worry. We will find it.,I can help you look.,Where did you last see it?,Let us ask the teacher.,Was it in the classroom?
What do you think about this story?,It looks interesting.,I think it is nice.,I think it is useful.,I like it a lot.,"It is okay, but not my favorite."
What time do you usually wake up?,I wake up at seven.,Usually at half past six.,Around 7:00 in the morning.,I wake up at eight on weekends.,I get up early.
What are your plans for this evening?,I might visit the park.,I am going to run after dinner.,I am not sure yet.,I plan to rest and read.,I will finish my homework first.
"If it rains tomorrow, what will you do?",I will call my friend instead.,I will study at home.,I will take an umbrella.,I will watch a movie indoors.,"If it rains, I will stay home."
Do you think math is important?,"I think so, but it can be hard.","Yes, because it helps me learn.",Not really. I prefer other subjects.,"Yes, it is useful in daily life.",Yes. Math is important for my future.
I feel nervous about the test. What should I do?,Ask the teacher if you need help.,Take deep breaths and stay calm.,Try to sleep well tonight.,Study with a friend.,You should review a little every day.
Can you look after my bag for a minute?,"Yes, leave it here.",No problem.,Okay. I will watch it.,"Sure, I can look after it.",Of course.
How is your group project going?,It is going well so far.,We still need more ideas.,"It is a bit difficult, but okay.",We will present it next week.,We finished the first part.
What should we do after school?,How about studying together?,Let's play football.,Why don't we go to the park?,We could get some snacks.,Maybe we can walk in the park.
What is Hana like?,"Hana is a bit quiet, but nice.",Hana works hard at school.,Hana is friendly and kind.,Hana is funny.,Hana loves football.
