bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Exams are coming. How are you preparing?,I made a revision timetable.,I study a little every evening.,I review notes and practice past papers.,I am starting with the hardest topics.,I still need a better plan.
Why do you enjoy football?,I feel more confident when I do it.,I have been doing it for years.,I can meet people who like football too.,It gives me a break from screens.,It helps me relax after school.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,I partly agree. It depends how you use it.,Not completely. There are educational accounts too.,"I see your point, but it can also be useful.","Yes, if people scroll all day."
My group member is not doing any work. What should I say?,Explain what still needs to be finished.,"If it continues, tell the teacher.",Suggest a clear deadline for each task.,Ask if they need help with their part.,You could talk to them politely first.
What do you want to do after high school?,I am still deciding.,I want to study to become a teacher.,Maybe I will study in Tokyo.,I hope to find a job I really like.,I want to travel and then go to university.
Should students have less homework?,Students also need free time to rest.,Yes. Quality matters more than quantity.,I think projects are better than long worksheets.,It depends on the subject.,"A little homework is fine, but not every night."
Want to hang out later?,Sure. What time works for you?,Yes. Let’s meet at the café.,"Not today, but tomorrow works.",Maybe after I finish math.,I can for about an hour.
What are your plans for this evening?,I might visit the park.,I am not sure yet.,I am going to run after dinner.,I plan to rest and read.,I will finish my homework first.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will study at home.,"If it rains, I will stay home.",I will call my friend instead.,I will take an umbrella.
Do you think math is important?,Not really. I prefer other subjects.,"I think so, but it can be hard.","Yes, because it helps me learn.","Yes, it is useful in daily life.",Yes. Math is important for my future.
I feel nervous about the test. What should I do?,Study with a friend.,Try to sleep well tonight.,Take deep breaths and stay calm.,Ask the teacher if you need help.,You should review a little every day.
Can you look after my bag for a minute?,No problem.,Okay. I will watch it.,Of course.,"Sure, I can look after it.","Yes, leave it here."
How is your group project going?,We will present it next week.,We finished the first part.,It is going well so far.,"It is a bit difficult, but okay.",We still need more ideas.
What should we do after school?,Why don't we go to the park?,We could get some snacks.,How about studying together?,Maybe we can walk in the park.,Let's play football.
What is Theo like?,Theo works hard at school.,"Theo is a bit quiet, but nice.",Theo loves football.,Theo is friendly and kind.,Theo is funny.
Have you ever visited Tokyo?,"No, I have never been there.","Yes, I went to Tokyo last year.","Yes, it was amazing.","Not yet, but I want to.",I hope I can visit Tokyo someday.
The bus is late. What can we do?,We can wait a few more minutes.,Let us call someone.,We can take the next bus.,Maybe we should walk.,I can check the schedule on my phone.
How was your weekend?,Pretty good. I hung out with friends.,Not bad. I watched a few shows.,It was busy because of homework.,I practiced football most of the time.,"Honestly, I needed more sleep."
What do you think about online classes?,"They can be useful, though distractions are a problem.",It depends on the teacher and the subject.,I prefer face-to-face classes.,"They are convenient, but I miss real classrooms.",I like them when the lessons are clear.
The homework was a piece of cake for me. What about you?,Same here. It was really easy.,Not for me. I found it tricky.,I need to review a few parts again.,It took me longer than I expected.,I got most of it right.
Exams are coming. How are you preparing?,I made a revision timetable.,I study a little every evening.,I review notes and practice past papers.,I am starting with the hardest topics.,I still need a better plan.
Why do you enjoy football?,It helps me relax after school.,I feel more confident when I do it.,I have been doing it for years.,I can meet people who like football too.,It gives me a break from screens.
Social media is mostly a waste of time. Do you agree?,"I see your point, but it can also be useful.","Yes, if people scroll all day.",I disagree. It helps me stay connected.,I partly agree. It depends how you use it.,Not completely. There are educational accounts too.
My group member is not doing any work. What should I say?,Suggest a clear deadline for each task.,Explain what still needs to be finished.,Ask if they need help with their part.,"If it continues, tell the teacher.",You could talk to them politely first.
What do you want to do after high school?,I want to study to become a teacher.,I am still deciding.,I hope to find a job I really like.,Maybe I will study in Tokyo.,I want to travel and then go to university.
Should students have less homework?,It depends on the subject.,Students also need free time to rest.,"A little homework is fine, but not every night.",I think projects are better than long worksheets.,Yes. Quality matters more than quantity.
Want to hang out later?,I can for about an hour.,"Not today, but tomorrow works.",Sure. What time works for you?,Yes. Let’s meet at the café.,Maybe after I finish math.
